,target,id_cliente,orden_nro,ciudad,monto,segmento,microsegmento,fecha_orden,fecha_de_vencimiento,fecha_de_pago,order_closed_cohort,ord_due_cohort,payment_cohort,dif_pymt_date,dow_closed,cantidad_sesiones,tiempo_promedio_navegacion,days_ultima_navegacion
4927,0,22398211,46141779797086,BOG,118087.51,restaurante,parrilla/asadero,2022-09-17,2022-09-24,2022-09-26,2022-09-01,2022-09-01,2022-09-01,2.0,5,19,622.6842105263158,1.0
4928,0,22398211,40933449726036,BOG,230102.85,restaurante,parrilla/asadero,2022-10-15,2022-10-22,2022-10-24,2022-10-01,2022-10-01,2022-10-01,2.0,5,24,280.125,1.0
4929,0,22398211,20355049735636,BOG,254900.57000000004,restaurante,parrilla/asadero,2022-11-03,2022-11-10,2022-11-10,2022-11-01,2022-11-01,2022-11-01,0.0,3,34,339.97058823529414,1.0
4930,0,22398211,31635234819023,BOG,322094.33,restaurante,parrilla/asadero,2022-11-14,2022-11-21,2022-11-23,2022-11-01,2022-11-01,2022-11-01,2.0,0,30,377.3,3.0
4931,0,22398211,85385861010664,BOG,331582.58,restaurante,parrilla/asadero,2022-11-25,2022-12-02,2022-12-14,2022-11-01,2022-12-01,2022-12-01,12.0,4,29,420.41379310344826,1.0
4932,0,22414167,46238027633870,BOG,80666.14,duplicated,comida rápida,2022-07-02,2022-07-09,2022-07-08,2022-07-01,2022-07-01,2022-07-01,-1.0,5,28,449.07142857142856,0.0
4933,0,22414167,117955929540856,BOG,199975.28,duplicated,comida rápida,2022-07-09,2022-07-16,2022-07-19,2022-07-01,2022-07-01,2022-07-01,3.0,5,29,442.1724137931034,1.0
4934,0,22414167,51621253400171,BOG,89877.85,duplicated,comida rápida,2022-07-13,2022-07-20,2022-07-19,2022-07-01,2022-07-01,2022-07-01,-1.0,2,28,399.6071428571428,2.0
4935,0,22414167,23113188092314,BOG,105145.8,duplicated,comida rápida,2022-07-23,2022-07-30,2022-07-31,2022-07-01,2022-07-01,2022-07-01,1.0,5,24,441.0,1.0
4936,0,22414167,12969340199699,BOG,199975.28,duplicated,comida rápida,2022-07-28,2022-08-04,2022-08-05,2022-07-01,2022-08-01,2022-08-01,1.0,3,22,471.2272727272728,0.0
4937,0,22478044,126187219794371,BOG,279033.38,restaurante,empanadas/arepas,2023-08-18,2023-08-25,2023-08-29,2023-08-01,2023-08-01,2023-08-01,4.0,4,42,323.57142857142856,0.0
4938,0,22695775,72742437147198,BOG,238076.06,hogar,corrientazo,2022-07-02,2022-07-09,2022-07-11,2022-07-01,2022-07-01,2022-07-01,2.0,5,30,207.2,1.0
4939,0,22695775,36594456138254,BOG,479048.95,hogar,corrientazo,2022-07-15,2022-07-22,2022-07-25,2022-07-01,2022-07-01,2022-07-01,3.0,4,36,250.66666666666663,0.0
4940,0,22695775,29605580621422,BOG,458821.1,hogar,corrientazo,2022-07-30,2022-08-06,2022-08-06,2022-07-01,2022-08-01,2022-08-01,0.0,5,36,300.27777777777777,1.0
4941,1,22695775,58521122405947,BOG,203475.51,hogar,corrientazo,2022-08-13,2022-08-20,2022-09-12,2022-08-01,2022-08-01,2022-09-01,23.0,5,29,326.6551724137931,1.0
4942,0,22695775,29818571407694,BOG,226253.28,hogar,corrientazo,2022-09-14,2022-09-21,2022-09-26,2022-09-01,2022-09-01,2022-09-01,5.0,2,31,302.4193548387097,0.0
4943,0,22757220,80137887007211,BOG,156758.0,restaurante,corrientazo,2022-08-08,2022-08-15,2022-08-16,2022-08-01,2022-08-01,2022-08-01,1.0,0,56,322.19642857142856,0.0
4944,0,22757220,61766724354894,BOG,232584.67,restaurante,corrientazo,2022-08-29,2022-09-05,2022-09-12,2022-08-01,2022-09-01,2022-09-01,7.0,0,51,400.3725490196079,1.0
4945,1,22758392,39826992020713,BOG,274624.22,restaurante,empanadas/arepas,2022-08-24,2022-08-31,2022-09-20,2022-08-01,2022-08-01,2022-09-01,20.0,2,16,477.9375,0.0
4946,0,22758392,143259702173937,BOG,226302.3,restaurante,empanadas/arepas,2023-05-02,2023-05-09,2023-05-20,2023-05-01,2023-05-01,2023-05-01,11.0,1,17,258.88235294117646,1.0
4947,1,22758392,35782284860008,BOG,268003.35,restaurante,empanadas/arepas,2023-09-16,2023-09-23,2025-12-31,2023-09-01,2023-09-01,2025-12-01,830.0,5,30,247.13333333333333,0.0
4948,0,22762696,36430993162598,BOG,211198.3,restaurante,panadería/pastelería,2022-07-04,2022-07-11,2022-07-13,2022-07-01,2022-07-01,2022-07-01,2.0,0,53,363.6037735849056,0.0
4949,0,22762696,3658691996339,BOG,306373.21,restaurante,panadería/pastelería,2022-07-14,2022-07-21,2022-07-26,2022-07-01,2022-07-01,2022-07-01,5.0,3,49,345.4897959183673,1.0
4950,1,22762696,60551615588777,BOG,313700.47,restaurante,panadería/pastelería,2022-07-29,2022-08-05,2022-09-01,2022-07-01,2022-08-01,2022-09-01,27.0,4,45,335.0888888888889,3.0
4951,0,22762696,69409868056590,BOG,399540.0,restaurante,panadería/pastelería,2022-09-24,2022-10-01,2022-10-04,2022-09-01,2022-10-01,2022-10-01,3.0,5,5,309.8,2.0
4952,0,22762696,159794051347375,BOG,553633.51,restaurante,panadería/pastelería,2022-10-08,2022-10-15,2022-10-18,2022-10-01,2022-10-01,2022-10-01,3.0,5,7,589.8571428571429,0.0
4953,0,22763946,17248101838243,BOG,163066.42,restaurante,panadería/pastelería,2022-08-27,2022-09-03,2022-09-07,2022-08-01,2022-09-01,2022-09-01,4.0,5,0,0.0,60.0
4954,0,22763946,156922446858649,BOG,226528.05,restaurante,panadería/pastelería,2022-09-12,2022-09-19,2022-10-02,2022-09-01,2022-09-01,2022-10-01,13.0,0,0,0.0,60.0
4955,0,22763946,159964898989739,BOG,375767.26,restaurante,panadería/pastelería,2022-10-13,2022-10-20,2022-10-24,2022-10-01,2022-10-01,2022-10-01,4.0,3,0,0.0,60.0
4956,0,22763946,34789585369613,BOG,366575.25,restaurante,panadería/pastelería,2022-11-04,2022-11-11,2022-11-18,2022-11-01,2022-11-01,2022-11-01,7.0,4,0,0.0,60.0
4957,0,22763946,30777545305543,BOG,343821.91,restaurante,panadería/pastelería,2022-11-23,2022-11-30,2022-12-08,2022-11-01,2022-11-01,2022-12-01,8.0,2,0,0.0,60.0
4958,1,22764680,8877487587954,BOG,93852.4,restaurante,corrientazo,2023-07-07,2023-07-14,2023-09-15,2023-07-01,2023-07-01,2023-09-01,63.0,4,52,266.86538461538464,0.0
4959,0,22769731,92458632214737,BOG,126587.65,restaurante,empanadas/arepas,2022-08-19,2022-08-26,2022-08-27,2022-08-01,2022-08-01,2022-08-01,1.0,4,0,0.0,60.0
4960,0,22783381,42652502318819,BAQ,259647.96,restaurante,corrientazo,2022-11-04,2022-11-11,2022-11-10,2022-11-01,2022-11-01,2022-11-01,-1.0,4,12,439.9166666666667,0.0
4961,0,22783381,20448895824415,BAQ,192021.52,restaurante,corrientazo,2022-11-17,2022-11-24,2022-11-23,2022-11-01,2022-11-01,2022-11-01,-1.0,3,25,694.0,0.0
4962,0,22783381,137110927997670,BAQ,428789.58,restaurante,corrientazo,2022-11-25,2022-12-02,2022-12-05,2022-11-01,2022-12-01,2022-12-01,3.0,4,33,671.5151515151515,0.0
4963,0,22783381,13665061417356,BAQ,446562.22,restaurante,corrientazo,2022-12-06,2022-12-13,2022-12-15,2022-12-01,2022-12-01,2022-12-01,2.0,1,45,656.1555555555556,0.0
4964,0,22783381,73436748336011,BAQ,493537.1,restaurante,corrientazo,2022-12-17,2022-12-24,2022-12-26,2022-12-01,2022-12-01,2022-12-01,2.0,5,52,657.7884615384615,0.0
4965,1,22790431,16521275158848,BOG,297189.65,hogar,corrientazo,2023-07-20,2023-07-27,2025-12-31,2023-07-01,2023-07-01,2025-12-01,888.0,3,42,321.0,0.0
4966,0,22796775,12245820321817,BOG,172514.22,restaurante,empanadas/arepas,2022-08-10,2022-08-17,2022-08-18,2022-08-01,2022-08-01,2022-08-01,1.0,2,14,407.57142857142856,0.0
4967,0,22796775,24394868235867,BOG,180270.97,restaurante,empanadas/arepas,2022-08-22,2022-08-29,2022-08-30,2022-08-01,2022-08-01,2022-08-01,1.0,0,18,413.5,2.0
4968,0,22796775,56088984931666,BOG,176294.21,restaurante,empanadas/arepas,2022-09-09,2022-09-16,2022-09-19,2022-09-01,2022-09-01,2022-09-01,3.0,4,20,387.3,1.0
4969,0,22796775,7874934758868,BOG,177174.33,restaurante,empanadas/arepas,2022-09-23,2022-09-30,2022-10-03,2022-09-01,2022-09-01,2022-10-01,3.0,4,25,334.28,2.0
4970,0,22796775,50138152526197,BOG,186937.56,restaurante,empanadas/arepas,2022-10-15,2022-10-22,2022-10-25,2022-10-01,2022-10-01,2022-10-01,3.0,5,25,304.44,1.0
4971,0,22861358,65621777019493,BOG,89992.0,restaurante,panadería/pastelería,2022-08-27,2022-09-03,2022-09-06,2022-08-01,2022-09-01,2022-09-01,3.0,5,59,120.33898305084746,1.0
4972,0,22862921,56265621600505,BOG,45995.2,restaurante,comida especializada,2022-09-21,2022-09-28,2022-10-06,2022-09-01,2022-09-01,2022-10-01,8.0,2,25,201.44,0.0
4973,0,22862921,307932683247676,BOG,135961.2,restaurante,comida especializada,2022-09-27,2022-10-04,2022-10-06,2022-09-01,2022-10-01,2022-10-01,2.0,1,23,199.30434782608697,1.0
4974,0,22862921,124731312992097,BOG,158247.29,restaurante,comida especializada,2022-11-07,2022-11-14,1899-12-30,2022-11-01,2022-11-01,1899-12-01,-44879.0,0,26,314.38461538461536,2.0
4975,0,22863111,51740714697399,BOG,108304.56,restaurante,na,2022-09-28,2022-10-05,2022-10-05,2022-09-01,2022-10-01,2022-10-01,0.0,2,10,125.3,1.0
4976,0,22863111,4576939694773,BOG,144894.94,restaurante,na,2022-09-30,2022-10-07,2022-10-07,2022-09-01,2022-10-01,2022-10-01,0.0,4,11,245.8181818181818,1.0
4977,0,22863111,7798919225215,BOG,263428.17,restaurante,na,2022-10-15,2022-10-22,2022-10-24,2022-10-01,2022-10-01,2022-10-01,2.0,5,24,282.625,1.0
4978,0,22863111,2095023714122,BOG,241723.50000000003,restaurante,na,2022-11-11,2022-11-18,2022-11-18,2022-11-01,2022-11-01,2022-11-01,0.0,4,42,258.45238095238096,0.0
4979,0,22863111,77949480293522,BOG,223612.79,restaurante,na,2022-12-03,2022-12-10,2022-12-19,2022-12-01,2022-12-01,2022-12-01,9.0,5,45,253.48888888888888,1.0
4980,0,22955156,138629594047819,BOG,446455.92,restaurante,corrientazo,2022-04-21,2022-04-28,2022-04-28,2022-04-01,2022-04-01,2022-04-01,0.0,3,12,143.83333333333334,1.0
4981,0,22955156,142378086519285,BOG,503700.3,restaurante,corrientazo,2022-05-02,2022-05-09,2022-05-09,2022-05-01,2022-05-01,2022-05-01,0.0,0,25,313.8,1.0
4982,0,22955156,63662663251598,BOG,492028.34,restaurante,corrientazo,2022-05-14,2022-05-21,2022-05-23,2022-05-01,2022-05-01,2022-05-01,2.0,5,28,337.42857142857144,1.0
4983,0,22955156,77916818044382,BOG,463058.54,restaurante,corrientazo,2022-05-25,2022-06-01,2022-06-03,2022-05-01,2022-06-01,2022-06-01,2.0,2,32,320.40625,1.0
4984,0,22955156,17847256748452,BOG,488087.04,restaurante,corrientazo,2022-06-06,2022-06-13,2022-06-13,2022-06-01,2022-06-01,2022-06-01,0.0,0,28,362.75,1.0
4985,0,22962559,13104322875157,BOG,81845.2,restaurante,empanadas/arepas,2022-08-10,2022-08-17,2022-08-17,2022-08-01,2022-08-01,2022-08-01,0.0,2,40,253.325,1.0
4986,0,22962559,49199078185299,BOG,80589.46,restaurante,empanadas/arepas,2022-08-18,2022-08-25,2022-08-26,2022-08-01,2022-08-01,2022-08-01,1.0,3,40,251.225,2.0
4987,0,22962559,42421477219106,BOG,251235.71,restaurante,empanadas/arepas,2022-09-02,2022-09-09,2022-09-07,2022-09-01,2022-09-01,2022-09-01,-2.0,4,47,219.29787234042556,1.0
4988,0,22962559,31587277634730,BOG,67514.0,restaurante,empanadas/arepas,2022-09-23,2022-09-30,2022-09-29,2022-09-01,2022-09-01,2022-09-01,-1.0,4,46,184.9782608695652,0.0
4989,0,22962559,34927154390147,BOG,179581.59,restaurante,empanadas/arepas,2022-10-03,2022-10-10,2022-10-10,2022-10-01,2022-10-01,2022-10-01,0.0,0,48,170.14583333333334,0.0
4990,1,22965728,150877184263310,BOG,474763.86,restaurante,corrientazo,2022-06-14,2022-06-21,2022-07-11,2022-06-01,2022-06-01,2022-07-01,20.0,1,21,6114.333333333333,42.0
4991,0,22965728,43707254521596,BOG,486490.78,restaurante,corrientazo,2022-07-13,2022-07-20,2022-07-29,2022-07-01,2022-07-01,2022-07-01,9.0,2,0,0.0,60.0
4992,0,22965728,3781691967130,BOG,489517.15,restaurante,corrientazo,2022-08-03,2022-08-10,2022-08-12,2022-08-01,2022-08-01,2022-08-01,2.0,2,0,0.0,60.0
4993,1,22965728,153352575894513,BOG,497157.2299999999,restaurante,corrientazo,2022-08-16,2022-08-23,2022-10-24,2022-08-01,2022-08-01,2022-10-01,62.0,1,0,0.0,60.0
4994,0,22965728,268281965901553,BOG,471742.84,restaurante,corrientazo,2022-11-15,2022-11-22,2022-11-23,2022-11-01,2022-11-01,2022-11-01,1.0,1,2,174.0,4.0
4995,0,22969964,67316888946818,BOG,281845.56,restaurante,comida rápida,2022-09-05,2022-09-12,2022-09-20,2022-09-01,2022-09-01,2022-09-01,8.0,0,15,582.2666666666667,2.0
4996,0,22975169,38442405418993,BOG,283420.21,restaurante,parrilla/asadero,2022-09-10,2022-09-17,1899-12-30,2022-09-01,2022-09-01,1899-12-01,-44821.0,5,37,305.97297297297297,2.0
4997,0,22980097,15144566283583,BOG,85946.06,restaurante,panadería/pastelería,2022-09-16,2022-09-23,2022-09-23,2022-09-01,2022-09-01,2022-09-01,0.0,4,103,385.77669902912623,1.0
4998,0,22980097,21606492338233,BOG,247703.76,restaurante,panadería/pastelería,2022-09-29,2022-10-06,2022-10-08,2022-09-01,2022-10-01,2022-10-01,2.0,3,117,348.6752136752137,0.0
4999,1,22980097,32900899205093,BOG,214842.59,restaurante,panadería/pastelería,2022-10-12,2022-10-19,2022-11-04,2022-10-01,2022-10-01,2022-11-01,16.0,2,130,381.1769230769231,1.0
5000,0,22980097,21681061739588,BOG,410079.44,restaurante,panadería/pastelería,2022-11-12,2022-11-19,2022-11-25,2022-11-01,2022-11-01,2022-11-01,6.0,5,99,344.45454545454544,1.0
5001,0,22980097,169063647175531,BOG,491035.76,restaurante,panadería/pastelería,2022-11-26,2022-12-03,2022-12-06,2022-11-01,2022-12-01,2022-12-01,3.0,5,94,334.2659574468085,0.0
5002,1,22993073,31069268203244,BAQ,298532.0,comercio,comida especializada,2023-06-07,2023-06-14,2023-08-14,2023-06-01,2023-06-01,2023-08-01,61.0,2,21,671.0,1.0
5003,0,22995468,48140651679523,BOG,82738.16,restaurante,corrientazo,2022-09-03,2022-09-10,2022-09-09,2022-09-01,2022-09-01,2022-09-01,-1.0,5,26,169.19230769230768,1.0
5004,0,22995468,217822707550757,BOG,99898.45,restaurante,corrientazo,2022-11-21,2022-11-28,2022-11-29,2022-11-01,2022-11-01,2022-11-01,1.0,0,46,334.5869565217391,1.0
5005,0,22995468,29150749811401,BOG,319273.14,restaurante,corrientazo,2022-12-22,2022-12-29,2022-12-28,2022-12-01,2022-12-01,2022-12-01,-1.0,3,43,292.51162790697674,1.0
5006,0,22995468,65963454212080,BOG,400483.14,restaurante,corrientazo,2022-12-30,2023-01-06,2023-01-05,2022-12-01,2023-01-01,2023-01-01,-1.0,4,51,254.94117647058823,0.0
5007,0,22995468,21812816787153,BOG,442941.85,restaurante,corrientazo,2023-01-07,2023-01-14,2023-01-13,2023-01-01,2023-01-01,2023-01-01,-1.0,5,51,303.11764705882354,0.0
5008,0,22995686,17245152921846,BAQ,283516.19,comercio,comida especializada,2023-09-15,2023-09-22,2023-09-25,2023-09-01,2023-09-01,2023-09-01,3.0,4,32,654.125,1.0
5009,0,23000133,32045562660395,BOG,155520.0,restaurante,comida especializada,2022-09-01,2022-09-08,2022-09-09,2022-09-01,2022-09-01,2022-09-01,1.0,3,5,61.4,0.0
5010,0,23000133,93891070420230,BOG,195380.13,restaurante,comida especializada,2022-09-14,2022-09-21,2022-09-27,2022-09-01,2022-09-01,2022-09-01,6.0,2,9,106.33333333333331,3.0
5011,0,23000133,36291449016478,BOG,267655.65,restaurante,comida especializada,2022-09-28,2022-10-05,2022-10-04,2022-09-01,2022-10-01,2022-10-01,-1.0,2,15,250.46666666666667,0.0
5012,0,23000133,11915844223237,BOG,157257.98,restaurante,comida especializada,2022-09-30,2022-10-07,2022-10-08,2022-09-01,2022-10-01,2022-10-01,1.0,4,16,266.375,1.0
5013,0,23000133,153410107792941,BOG,323731.68,restaurante,comida especializada,2022-10-15,2022-10-22,2022-10-24,2022-10-01,2022-10-01,2022-10-01,2.0,5,20,232.85,0.0
5014,1,23000367,11494438179039,BOG,472376.86,restaurante,comida rápida,2022-07-05,2022-07-12,2022-10-05,2022-07-01,2022-07-01,2022-10-01,85.0,1,0,0.0,60.0
5015,0,23016091,43034214816675,BOG,450599.5,restaurante,corrientazo,2022-07-20,2022-07-27,2022-07-27,2022-07-01,2022-07-01,2022-07-01,0.0,2,57,1093.9298245614036,1.0
5016,0,23016091,21499970327620,BOG,402014.97,restaurante,corrientazo,2022-08-30,2022-09-06,2022-09-05,2022-08-01,2022-09-01,2022-09-01,-1.0,1,57,1211.2280701754387,0.0
5017,0,23016091,32721558839631,BOG,452157.53,restaurante,corrientazo,2022-10-03,2022-10-10,2022-10-10,2022-10-01,2022-10-01,2022-10-01,0.0,0,64,1144.640625,0.0
5018,0,23016091,1266677852416,BOG,460881.5,restaurante,corrientazo,2022-10-12,2022-10-19,2022-10-18,2022-10-01,2022-10-01,2022-10-01,-1.0,2,80,1059.2,2.0
5019,0,23016091,81063810587625,BOG,497590.28,restaurante,corrientazo,2022-10-20,2022-10-27,2022-10-25,2022-10-01,2022-10-01,2022-10-01,-2.0,3,83,1095.0240963855422,0.0
5020,1,23076197,11590355869946,BOG,73680.0,restaurante,panadería/pastelería,2022-07-08,2022-07-15,2022-08-20,2022-07-01,2022-07-01,2022-08-01,36.0,4,4,395.75,1.0
5021,1,23077933,95523983216804,BOG,289194.24,comercio,empanadas/arepas,2022-05-28,2022-06-04,2025-12-31,2022-05-01,2022-06-01,2025-12-01,1306.0,5,11,338.1818181818182,9.0
5022,0,23098000,117015326295358,BAQ,299861.6,comercio,panadería/pastelería/cafetería,2023-05-26,2023-06-02,1899-12-30,2023-05-01,2023-06-01,1899-12-01,-45079.0,4,85,439.1294117647059,0.0
5023,1,23099523,55222292929989,BOG,59752.0,restaurante,cafetería,2022-07-09,2022-07-16,2022-08-19,2022-07-01,2022-07-01,2022-08-01,34.0,5,14,758.1428571428571,2.0
5024,0,23308095,292202711638484,BOG,26751.33,restaurante,comida rápida,2023-08-16,2023-08-23,2023-08-30,2023-08-01,2023-08-01,2023-08-01,7.0,2,23,193.82608695652172,2.0
5025,0,23308095,46479139850382,BOG,85839.4,restaurante,comida rápida,2023-08-23,2023-08-30,2023-09-09,2023-08-01,2023-08-01,2023-09-01,10.0,2,25,183.0,3.0
5026,1,23308095,115595376842913,BOG,91724.3,restaurante,comida rápida,2023-09-12,2023-09-19,2025-12-31,2023-09-01,2023-09-01,2025-12-01,834.0,1,27,237.66666666666663,1.0
5027,0,23309804,42661399257216,BOG,89190.57,restaurante,panadería/pastelería,2022-08-05,2022-08-12,2022-08-12,2022-08-01,2022-08-01,2022-08-01,0.0,4,116,107.95689655172414,0.0
5028,0,23309804,5241965658759,BOG,224924.8,restaurante,panadería/pastelería,2022-08-17,2022-08-24,2022-09-04,2022-08-01,2022-08-01,2022-09-01,11.0,2,128,107.9375,0.0
5029,0,23309804,42871505721846,BOG,96290.52,restaurante,panadería/pastelería,2022-10-11,2022-10-18,2022-11-01,2022-10-01,2022-10-01,2022-11-01,14.0,1,122,101.04918032786884,1.0
5030,0,23309804,66309145669728,BOG,160900.14,restaurante,panadería/pastelería,2022-10-11,2022-10-18,2022-11-01,2022-10-01,2022-10-01,2022-11-01,14.0,1,122,101.04918032786884,1.0
5031,1,23309804,124889475971745,BOG,160900.14,restaurante,panadería/pastelería,2022-10-17,2022-10-24,2022-12-26,2022-10-01,2022-10-01,2022-12-01,63.0,0,102,93.6078431372549,0.0
5032,0,23364099,22513602831560,BOG,56790.48,restaurante,corrientazo,2022-09-08,2022-09-15,2022-09-20,2022-09-01,2022-09-01,2022-09-01,5.0,3,39,383.5128205128205,0.0
5033,0,23364099,26510859634135,BOG,126651.27,restaurante,corrientazo,2022-09-14,2022-09-21,1899-12-30,2022-09-01,2022-09-01,1899-12-01,-44825.0,2,41,376.3170731707317,0.0
5034,0,23364099,51286121494614,BOG,115577.69,restaurante,corrientazo,2022-09-17,2022-09-24,1899-12-30,2022-09-01,2022-09-01,1899-12-01,-44828.0,5,43,369.8372093023256,0.0
5035,0,23381925,45641068327068,BOG,72292.31,hogar,corrientazo,2022-04-20,2022-04-27,2022-04-27,2022-04-01,2022-04-01,2022-04-01,0.0,2,9,379.3333333333333,23.0
5036,0,23381925,127476247516157,BOG,71948.13,hogar,corrientazo,2022-04-21,2022-04-28,2022-04-28,2022-04-01,2022-04-01,2022-04-01,0.0,3,9,379.3333333333333,24.0
5037,0,23381925,23984757556502,BOG,80642.0,hogar,corrientazo,2022-04-22,2022-04-29,2022-04-30,2022-04-01,2022-04-01,2022-04-01,1.0,4,9,379.3333333333333,25.0
5038,0,23381925,26922383539621,BOG,93098.5,hogar,corrientazo,2022-04-25,2022-05-02,2022-05-03,2022-04-01,2022-05-01,2022-05-01,1.0,0,9,379.3333333333333,28.0
5039,0,23381925,216942542266531,BOG,63060.5,hogar,corrientazo,2022-04-26,2022-05-03,2022-05-03,2022-04-01,2022-05-01,2022-05-01,0.0,1,9,379.3333333333333,29.0
5040,0,23481620,319834638691492,BOG,271722.2,duplicated,corrientazo,2022-09-27,2022-10-04,2022-10-04,2022-09-01,2022-10-01,2022-10-01,0.0,1,0,0.0,60.0
5041,0,23481620,58600251541895,BOG,209859.91,duplicated,corrientazo,2022-10-15,2022-10-22,2022-10-22,2022-10-01,2022-10-01,2022-10-01,0.0,5,0,0.0,60.0
5042,0,23481620,159794250304326,BOG,306676.16,duplicated,corrientazo,2022-10-29,2022-11-05,2022-11-04,2022-10-01,2022-11-01,2022-11-01,-1.0,5,0,0.0,60.0
5043,0,23481620,69387016615258,BOG,195079.33,duplicated,corrientazo,2022-11-11,2022-11-18,2022-11-18,2022-11-01,2022-11-01,2022-11-01,0.0,4,0,0.0,60.0
5044,0,23481620,116615154433950,BOG,298838.2,duplicated,corrientazo,2022-11-18,2022-11-25,2022-11-28,2022-11-01,2022-11-01,2022-11-01,3.0,4,0,0.0,60.0
5045,0,23483945,47346509068518,BOG,207300.28,hogar,na,2023-07-07,2023-07-14,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45121.0,4,83,786.1204819277109,0.0
5046,0,23483945,335921980962681,BOG,58934.45,hogar,na,2023-07-11,2023-07-18,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45125.0,1,82,709.7439024390244,1.0
5047,0,23485052,106322375195379,BOG,457650.0,restaurante,parrilla/asadero,2022-07-18,2022-07-25,2022-07-25,2022-07-01,2022-07-01,2022-07-01,0.0,0,63,517.6984126984127,0.0
5048,0,23485052,5223541741676,BOG,115707.8,restaurante,parrilla/asadero,2022-07-26,2022-08-02,2022-08-03,2022-07-01,2022-08-01,2022-08-01,1.0,1,75,451.7866666666667,0.0
5049,0,23485052,59113594440000,BOG,179997.9,restaurante,parrilla/asadero,2022-07-28,2022-08-04,2022-08-05,2022-07-01,2022-08-01,2022-08-01,1.0,3,75,448.28,0.0
5050,1,23485052,28523021973436,BOG,492028.8,restaurante,parrilla/asadero,2022-08-06,2022-08-13,2025-12-31,2022-08-01,2022-08-01,2025-12-01,1236.0,5,84,421.3809523809524,0.0
5051,0,23485782,59897846073557,BOG,225137.69,restaurante,corrientazo,2023-08-25,2023-09-01,2023-09-01,2023-08-01,2023-09-01,2023-09-01,0.0,4,0,0.0,60.0
5052,0,23485782,48061268221872,BOG,73062.49,restaurante,corrientazo,2023-08-31,2023-09-07,2023-09-07,2023-08-01,2023-09-01,2023-09-01,0.0,3,0,0.0,60.0
5053,0,23485782,5976422826724,BOG,225380.83,restaurante,corrientazo,2023-09-05,2023-09-12,2023-09-14,2023-09-01,2023-09-01,2023-09-01,2.0,1,0,0.0,60.0
5054,0,23485782,238785206542182,BOG,73835.18,restaurante,corrientazo,2023-09-12,2023-09-19,2023-09-20,2023-09-01,2023-09-01,2023-09-01,1.0,1,0,0.0,60.0
5055,0,23485782,9444137336723,BOG,222671.72,restaurante,corrientazo,2023-09-15,2023-09-22,2023-09-23,2023-09-01,2023-09-01,2023-09-01,1.0,4,0,0.0,60.0
5056,1,23490512,31860875058455,BAQ,209432.64,restaurante,corrientazo,2022-06-29,2022-07-06,2022-08-22,2022-06-01,2022-07-01,2022-08-01,47.0,2,23,1362.391304347826,0.0
